0,ageGroup,artifactUrl,attributions,author,concepts,contentType,createdBy,description,downloadUrl,gradeLevel,identifier,keywords,language,name,objectType,status,subject,variants,content_type,chapter_tag,pred_grades
33,,https://www.youtube.com/embed/_cooC3yG_p0?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192141660160215238/arithmetic-progression_1528711667534_do_312523192141660160215238_1.0.ecar,[Class 10],do_312523192141660160215238,"[Terms in a sequence, Arithmetic Progression, 'Sum of first n terms of an A. P.', Application of A.P.]",[English],Arithmetic Progression,Content,Live,Mathematics,"{u'spine': {u'size': 339577.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192141660160215238/arithmetic-progression_1528711667691_do_312523192141660160215238_1.0_spine.ecar'}}",youtube,"[Parts And Wholes, Fun With Numbers]","[Class 5, Class 3]"
34,,https://www.youtube.com/embed/il0EJrY64qE?autoplay=1&enablejsapi=1,[Khan Academy],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815669958246419271/basic-concepts-in-geometry_1528098642091_do_31251815669958246419271_1.0.ecar,[Class 9],do_31251815669958246419271,"[Basic concepts in geometry (Point,  Line and Plane), Co-ordinates of points and distance, Betweenness, Conditional statements and converse, Proofs]",[English],Basic Concepts In Geometry,Content,Live,Mathematics,"{u'spine': {u'size': 673115.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815669958246419271/basic-concepts-in-geometry_1528098642270_do_31251815669958246419271_1.0_spine.ecar'}}",youtube,"[Quadrilaterals, Lines and Angles]",[Class 9]
35,,https://www.youtube.com/embed/2tTaszuFyOM?autoplay=1&enablejsapi=1,[CBSE conent class 6],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815646348083219257/basic-concepts-in-geometry_1528098626325_do_31251815646348083219257_1.0.ecar,[Class 6],do_31251815646348083219257,,[English],Basic Concepts In Geometry,Content,Live,Mathematics,"{u'spine': {u'size': 239721.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815646348083219257/basic-concepts-in-geometry_1528098626417_do_31251815646348083219257_1.0_spine.ecar'}}",youtube,"[Basic Geometrical Ideas, Practical Geometry]",[Class 6]
36,,https://www.youtube.com/embed/NkBSUIf-yMc?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192175345664215241/chemical-reactions-and-equations_1528711671240_do_312523192175345664215241_1.0.ecar,[Class 10],do_312523192175345664215241,"[Chemical reactions, Chemical equations, Types of chemical reactions, Rate of chemical reaction, Oxidation and Reduction, Corrosion, Rancidity]",[English],Chemical Reactions And Equations,Content,Live,Science,"{u'spine': {u'size': 833212.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192175345664215241/chemical-reactions-and-equations_1528711671432_do_312523192175345664215241_1.0_spine.ecar'}}",youtube,"[Chemical Reaction And Equation, Materials: Metals And Non-metals]","[Class 10, Class 8]"
37,,https://www.youtube.com/embed/jyLRpr2P0MQ?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192161239040215239/circle_1528711669421_do_312523192161239040215239_1.0.ecar,[Class 10],do_312523192161239040215239,"[Circles passing through one,  two,  three pointsTangent theorem, Converse of tangent theorem, Tangent segment theorem, Touching circles, Theorem of touching circles, Congruence of arcs, Property of sum of measures of arcs, Inscribed angle, Intercepted arc, Inscribed angle theorem, 'Corollaries of inscribed angle theorem, Theorem of cyclic quadrilateral, 'Corollary of cyclic quadrilateral theorem, Converse of cyclic quadrilateral theorem, Theorem of angle between tangent and secant, Converse of theorem of the angle between tangent and secant, Theorem of internal division of chords, 'Tangent secant segments theorem]",[English],Circle,Content,Live,Mathematics,"{u'spine': {u'size': 451939.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192161239040215239/circle_1528711669587_do_312523192161239040215239_1.0_spine.ecar'}}",youtube,"[Shapes And Angles, Circles]","[Class 5, Class 9]"
38,,https://www.youtube.com/embed/GzFXzQEGQak?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192122802176215237/clap-your-hands_1528711665565_do_312523192122802176215237_1.0.ecar,[Class 2],do_312523192122802176215237,"[Numbers,  Counting]",[English],Clap Your Hands,Content,Live,Mathematics,"{u'spine': {u'size': 970601.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192122802176215237/clap-your-hands_1528711665792_do_312523192122802176215237_1.0_spine.ecar'}}",youtube,"[Be My Multiple, I'll Be Your Factor, How Many Squares?]",[Class 5]
39,,https://www.youtube.com/embed/bEfjK1zntI4?autoplay=1&enablejsapi=1,[MazzarelllaMedia],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619069558784210367/comparing-a-globe-and-a-map-field-visits_1528274178392_do_312519619069558784210367_1.0.ecar,[Class 6],do_312519619069558784210367,,[English],Comparing A Globe And A Map; Field Visits,Content,Live,Geography,"{u'spine': {u'size': 265895.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619069558784210367/comparing-a-globe-and-a-map-field-visits_1528274178527_do_312519619069558784210367_1.0_spine.ecar'}}",youtube,"[Globe : Latitudes and Longitudes, Maps]",[Class 6]
40,,https://www.youtube.com/embed/cl78sKJNwsU?autoplay=1&enablejsapi=1,[Iken Edu],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815662698496019264/current-electricity_1528098636574_do_31251815662698496019264_1.0.ecar,[Class 9],do_31251815662698496019264,"[Ampere,  Potential,  current,  circuit,  cell,  electrons, Ohm,  resistance,  volt,  conductor,  insulator]",[English],Current Electricity,Content,Live,Science,"{u'spine': {u'size': 243002.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815662698496019264/current-electricity_1528098636681_do_31251815662698496019264_1.0_spine.ecar'}}",youtube,"[Electricity, Magnetic Effects Of Electric Current]",[Class 10]
41,,https://www.youtube.com/embed/Gn2pdkvdbGQ?autoplay=1&enablejsapi=1,[Khan Academy],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619074924544110383/decimal-fractions_1528274178920_do_312519619074924544110383_1.0.ecar,[Class 6],do_312519619074924544110383,"[sun, satellite,  solar system,  andromeda,  milky way,  stars]",[English],Decimal Fractions,Content,Live,Mathematics,"{u'spine': {u'size': 239767.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619074924544110383/decimal-fractions_1528274179006_do_312519619074924544110383_1.0_spine.ecar'}}",youtube,"[Fractions and Decimals, Time Goes On]","[Class 7, Class 3]"
42,,https://www.youtube.com/embed/HMPBf5rkcb0?autoplay=1&enablejsapi=1,[Ab MBBS],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619060121600210365/disaster-management_1528274177336_do_312519619060121600210365_1.0.ecar,[Class 6],do_312519619060121600210365,"[natural disaster,  man made disaster,  destruction,  fires,  floods,  burns,  sunstroke,  dog bite,  snake bite]",[English],Disaster Management,Content,Live,Science,"{u'spine': {u'size': 189252.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619060121600210365/disaster-management_1528274177456_do_312519619060121600210365_1.0_spine.ecar'}}",youtube,"[Improvement In Food Resources, Pollution Of Air And Water]","[Class 9, Class 8]"
43,,https://www.youtube.com/embed/UufexpDUFG8?autoplay=1&enablejsapi=1,[eduaround],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815664698163219267/distributional-maps_1528098638115_do_31251815664698163219267_1.0.ecar,[Class 9],do_31251815664698163219267,"[Dot method, Choropleth method, Isopleth method]",[English],Distributional Maps,Content,Live,Geography,"{u'spine': {u'size': 369737.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815664698163219267/distributional-maps_1528098638246_do_31251815664698163219267_1.0_spine.ecar'}}",youtube,"[Population, Life in the Temperate Grasslands]","[Class 9, Class 7]"
44,,https://www.youtube.com/embed/29kTWlCJLA8?autoplay=1&enablejsapi=1,[Walnut learning system],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619055009792210364/diversity-in-living-things-and-their-classification_1528274176729_do_312519619055009792210364_1.0.ecar,[Class 6],do_312519619055009792210364,"[oviparous,  viviparous,  terrestrial,  aquatic,  aerial,  herbs,  shrubs,  vines]",[English],Diversity In Living Things And Their Classification,Content,Live,Science,"{u'spine': {u'size': 189271.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619055009792210364/diversity-in-living-things-and-their-classification_1528274176826_do_312519619055009792210364_1.0_spine.ecar'}}",youtube,"[Getting To Know Plants, Forests:our Lifeline]","[Class 6, Class 7]"
45,,https://www.youtube.com/embed/VMlGNWf30FU?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192049278976115292/drawing-lines-and-shapes-using-objects_1528710920719_do_312523192049278976115292_1.0.ecar,[Class 2],do_312523192049278976115292,"[Line,  Straight,  Curved]",[English],Drawing Lines And Shapes Using Objects,Content,Live,Mathematics,"{u'spine': {u'size': 970642.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192049278976115292/drawing-lines-and-shapes-using-objects_1528710920899_do_312523192049278976115292_1.0_spine.ecar'}}",youtube,"[How Many Squares?, Lines And Lines]","[Class 5, Class 2]"
46,,https://www.youtube.com/embed/iZwaggsbCyA?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192030478336215230/edges-and-corners_1528710918202_do_312523192030478336215230_1.0.ecar,[Class 2],do_312523192030478336215230,"[Edge,  Corner,  Curved,  Straight]",[English],Edges And Corners,Content,Live,Mathematics,"{u'spine': {u'size': 970620.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192030478336215230/edges-and-corners_1528710918374_do_312523192030478336215230_1.0_spine.ecar'}}",youtube,"[Area And Its Boundary, Shapes And Designs]","[Class 5, Class 3]"
47,,https://www.youtube.com/embed/dcc6LAWKq4Q?autoplay=1&enablejsapi=1,[Yash Soni],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815665269145629279/endogenetic-movements_1528098638658_do_31251815665269145629279_1.0.ecar,[Class 9],do_31251815665269145629279,"[Classification of internal movements,  Types of seismic waves , Volcanoes]",[English],Endogenetic Movements,Content,Live,Geography,"{u'spine': {u'size': 369764.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815665269145629279/endogenetic-movements_1528098639067_do_31251815665269145629279_1.0_spine.ecar'}}",youtube,"[Globe : Latitudes and Longitudes, India – Size and Location]","[Class 6, Class 9]"
48,,https://www.youtube.com/embed/T8IrMFlH5LE?autoplay=1&enablejsapi=1,[CBSE],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619131678720110390/exogenetic-movements-part-2_1528274184042_do_312519619131678720110390_1.0.ecar,[Class 9],do_312519619131678720110390,"[Exogenetic processes, Work of rivers and landforms, Work of glaciers and landforms, Work of the wind and the landforms produced, Work of Sea Waves and the landforms, Work of groundwater and landforms produced]",[English],Exogenetic Movements Part -2,Content,Live,Geography,"{u'spine': {u'size': 369833.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619131678720110390/exogenetic-movements-part-2_1528274184187_do_312519619131678720110390_1.0_spine.ecar'}}",youtube,"[Our Changing Earth, Major Landforms of The Earth]","[Class 7, Class 6]"
49,,https://www.youtube.com/embed/UWhkFYDB8J4?autoplay=1&enablejsapi=1,[ikenschools],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815656076902429274/food-safety_1528098629222_do_31251815656076902429274_1.0.ecar,[Class 7],do_31251815656076902429274,"[pasteurization,  freezing,  smoking,  irradiation,  fssai,  adulteration]",[English],Food Safety,Content,Live,Science,"{u'spine': {u'size': 87582.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815656076902429274/food-safety_1528098629290_do_31251815656076902429274_1.0_spine.ecar'}}",youtube,"[Natural Resources, Microorganisms: Friends And Foe]","[Class 9, Class 8]"
50,,https://www.youtube.com/embed/86iU3fypTd4?autoplay=1&enablejsapi=1,[Don't Memorise],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619090186240110385/geometrical-constructions_1528274180126_do_312519619090186240110385_1.0.ecar,[Class 7],do_312519619090186240110385,"[Angle bisector,  Perpendicular bisector of a line segment,  The Property of the Angle Bisectors of a Triangle,  The Property of Perpendicular Bisectors of the Sides of a Triangle,  Construction of a Triangle,  Congruence of segments,  Congruence of angles,  Congruence of circles]",[English],Geometrical Constructions,Content,Live,Mathematics,"{u'spine': {u'size': 162607.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619090186240110385/geometrical-constructions_1528274180260_do_312519619090186240110385_1.0_spine.ecar'}}",youtube,"[Footprints, Fun With Give And Take]","[Class 2, Class 3]"
51,,https://www.youtube.com/embed/c9shwPMpSq8?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192167022592115301/gravitation_1528711670047_do_312523192167022592115301_1.0.ecar,[Class 10],do_312523192167022592115301,"[Gravitation, Force and Motion, Circular motion and Centripetal force, Kepler's Law, Newton's Universal law of Gravitation, Earth's Gravitation force, Earth's Gravitational acceleration, Mass and Weight, Free fall, Gravitational potential energy, Escape velocity]",[English],Gravitation,Content,Live,Science,"{u'spine': {u'size': 833276.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192167022592115301/gravitation_1528711670214_do_312523192167022592115301_1.0_spine.ecar'}}",youtube,"[Gravitation, Force And Laws Of Motion]",[Class 9]
52,,https://www.youtube.com/embed/EZFDDD6ny0M?autoplay=1&enablejsapi=1,[Don't Memorise],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619100598272110386/hcf-and-lcm_1528274181191_do_312519619100598272110386_1.0.ecar,[Class 7],do_312519619100598272110386,"[Twin prime numbers, Prime factorisation of a number, Greatest Common Divisor (GCD) or Highest Common Factor (HCF), Least common multiple (LCM), The Use of LCM and HCF]",[English],Hcf And Lcm,Content,Live,Mathematics,"{u'spine': {u'size': 162602.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312519619100598272110386/hcf-and-lcm_1528274181297_do_312519619100598272110386_1.0_spine.ecar'}}",youtube,"[Playing with Numbers, Factorisation]","[Class 6, Class 8]"
53,,https://www.youtube.com/embed/hOfRN0KihOU?autoplay=1&enablejsapi=1,,,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192179130368215242/heredity-and-evolution_1528711671871_do_312523192179130368215242_1.0.ecar,[Class 10],do_312523192179130368215242,"[Heredity and hereditory changes, Transcription,  Translation and Translocation, Evolution, Evidences of evolution , Darwin's theory on natural selection, Lamarkism, SpeciationHuman evolution]",[English],Heredity And Evolution,Content,Live,Science,"{u'spine': {u'size': 833245.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312523192179130368215242/heredity-and-evolution_1528711672025_do_312523192179130368215242_1.0_spine.ecar'}}",youtube,"[Heredity And Evolution, The Living Organisms And Their Surroundings]","[Class 10, Class 6]"
54,,https://www.youtube.com/embed/Em3TlqNOUsk?autoplay=1&enablejsapi=1,[NGSS Nerd],,,Resource,739bd399-2044-4e7e-879c-15279e865e6a,This Content Will Help Us To Understand One Of The Key Concepts Of This Chapter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815657264742429275/how-seasons-occur-part-1_1528098632198_do_31251815657264742429275_1.0.ecar,[Class 7],do_31251815657264742429275,,[English],How Seasons Occur - Part 1,Content,Live,Geography,"{u'spine': {u'size': 146762.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31251815657264742429275/how-seasons-occur-part-1_1528098632335_do_31251815657264742429275_1.0_spine.ecar'}}",youtube,"[Globe : Latitudes and Longitudes, Motions of the Earth]",[Class 6]
