,Board,Chapter - Concept Name,Chapter Concept Name,Chapter Name,Chapter No.,Ekstep Comments,Ekstep comments,Grade,Keywords,Medium,Netscribes Comments,Netscribes comments,State/Centre,Sub-Topic,Subject,Textbook Name,Topic - Concept Name,Topic Name,Type
83,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"skill, Artistic, Gymnastic",English,,,Centre,Basic Skills of Artistic Gymnastics,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
84,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Floor Exercise, Handstand, Cartwheel, Floor Exercise Mat, Front Handspring, Round off",English,,,Centre,Basic Skills of Artistic Gymnastics - Floor Exercises,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
85,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Pommel Horse, Leg swing, One Leg Circle, sideway swing",English,,,Centre,Basic Skills of Artistic Gymnastics - Pommel Horse,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
86,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Roman Ring, Inlocation, Dislocation, shoulder, flexibility",English,,,Centre,Basic Skills of Artistic Gymnastics - Roman Rings,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
87,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Vaulting Table, Squat vault, Split vault",English,,,Centre,Basic Skills of Artistic Gymnastics - Vaulting Table,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
88,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Parallel Bar, Upper arm support swing, L hold position, front swing",English,,,Centre,Basic Skills of Artistic Gymnastics - Parallel Bars,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
89,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Horizontal Bar, Front hip circle, Back hip circle",English,,,Centre,Basic Skills of Artistic Gymnastics - Horizontal Bar,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
90,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Balancing, Beam, Balance, leg, T Balance, Walking",English,,,Centre,Basic Skills of Artistic Gymnastics - Balancing Beam,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
91,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Uneven Bar, Front hip circle, Back hip circle, Evaluation Procedure",English,,,Centre,Basic Skills of Artistic Gymnastics - Uneven Bars,Health and Physical Education,Health and Physical Education,Gymnastics,Gymnastics,K-12
92,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Judo, Japanese art, Ju jitsu, Gentle art, Tokyo Olympic Game, Eishoji, Buddhist temple, Professor Jigoro Kano",English,,,Centre,,Health and Physical Education,Health and Physical Education,Judo,Judo,K-12
93,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Competition, Judo platform, Duration, Bout, weight, category, body weight, mass, strength, body, inertia",English,,,Centre,Competition Area (Square),Health and Physical Education,Health and Physical Education,Judo,Judo,K-12
94,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Judo Grade, Kyu, pupil, Dan, master, teacher, white belt, yellow belt, orange belt, green belt, blue belt, brown belt, black belt, red, white striped belt, red belt",English,,,Centre,Judo Grades,Health and Physical Education,Health and Physical Education,Judo,Judo,K-12
95,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Scoring, Throwing, Holding, Ippon, Waza ari, Yuko, Special decision",English,,,Centre,Scoring,Health and Physical Education,Health and Physical Education,Judo,Judo,K-12
96,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Contest, Ippon, Waza Ari Awasete Ippon, Sogo Gachi, compound win, Fusen Gachi, default, Hansoku Make, disqalified, injury, expiry, allotted time",English,,,Centre,End of Contest,Health and Physical Education,Health and Physical Education,Judo,Judo,K-12
97,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Skill, Rei, Ritsu Rei, standing salutation, Za Rei, sitting salutation, Kumikata, gripping, Migi kumikata, right side grip, Hidari kumikata, left side grip, Shintai, walking, movement, Tsugi ashi, foot movement, Ayumi ashi, advance foot movement, Shizentai, posture, Shizen hontai, natural posture, Shizen jigotai, defensive posture, Ukemi, break fall, method, falling, Ushiro ukemi, back break fall, Yoko ukemi, side break fall, Mae ukemi, front break fall, Mae mawari ukemi, forward rolling break fall, Tai sabaki, Kuzushi, Tsukuri, Kake",English,,,Centre,Fundamental Skills,Health and Physical Education,Health and Physical Education,Judo,Judo,K-12
98,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Swimming, stroke, Olympic Game, Athens, non weight bearing exercise, Alfred Hajos, Hungary, Federation Internationale de Natations Aquatics, FINA, London Olympic Game",English,,,Centre,,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
99,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Facility, Equipment, Swimming Pool, Eight lane, Swimming costume, towel, swimming cap, swimming goggle",English,,,Centre,Facilities and Equipment,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
100,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"type, Front Stroke, Free Style, Back Stroke, Breast Stroke, Butterfly Stroke",English,,,Centre,Types of Strokes,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
101,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Front Stroke, Free Style, Sequence, swimmer, pulling, pushing, leg",English,,,Centre,Types of Strokes - Front Stroke or Free Style,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
102,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Back Stroke, alternate action, arm, swimmer, flip turn, supine position, Sequence, hip joint",English,,,Centre,Types of Strokes - Back Stroke,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
103,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Breast Stroke, horizontal movement, kicking, frog, Sequence",English,,,Centre,Types of Strokes - Breast Stroke,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
104,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Butterfly Stroke, turn, finish, leg kick, dolphin kick, Sequence, flick",English,,,Centre,Types of Strokes - Butterfly Stroke,Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
105,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"swimming, care, bath, shower, lifeguard, warm up, Stretching, mobility exercise",English,,,Centre,"Before and after swimming the following care should
  be taken",Health and Physical Education,Health and Physical Education,Swimming,Swimming,K-12
106,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Table Tennis, International Table Tennis Federation, ITTF, Olympic sport, gossima, whiffwhaff, ping pong",English,,,Centre,,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
107,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Facility, Table Tennis Table",English,,,Centre,Facilities,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
108,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Equipment, Net Assembly, Ball, bat, Scoreboard, Net Gauge, Table Tennis Scoreboard, International Table Tennis Federation regulation, Dimension",English,,,Centre,Equipment,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
109,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Event, Single, Double, Mixed Double",English,,,Centre,Events,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
110,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Table Tennis, player, team, toss, service, server, ball, single, double, LET",English,,,Centre,How to play Table Tennis,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
111,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Grip, Shake hand grip, Pen hold grip, paddle, handle",English,,,Centre,Basic skills of the Game - The Grip,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
112,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Spin, top spin, back spin, side spin, closed face",English,,,Centre,Basic skills of the Game - Spin,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
113,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Stroke, offensive, defensive, backhand push, forehand push",English,,,Centre,Basic skills of the Game - Strokes,Health and Physical Education,Health and Physical Education,Table Tennis,Table Tennis,K-12
114,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Wrestling, Olympic style, Freestyle, Greco Roman, St. Louis Olympic Game, Athens Olympic, Pehlwani, Kushti, Traditional Indian wrestling",English,,,Centre,,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
115,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Equipment, Facility, indoor, mat, bout, Akhada",English,,,Centre,Equipment and Facilities for indoor,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
116,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Wrestle, junior level, senior level, open championship, world championship, Olympic championship, Wrestling Ring, weight category, International Wrestling Federation, FILA, Par terre, ordered position",English,,,Centre,How to Wrestle,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
117,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"skill, stance, motion, level change, penetration, lifting, back step, back arch",English,,,Centre,Skills,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
118,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"stance, Wrestling Stance, Staggered, Square Stance, neutral, standing, position",English,,,Centre,Skills - Stance,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
119,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"motion, Wrestling Motion, wrestler, sprawl",English,,,Centre,Skills - Motion,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
120,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Level Change, Wrestling Level Change, sprawl, good posture",English,,,Centre,Skills - Level Change,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
121,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Penetration, opponent's leg, Wrestling Penetration",English,,,Centre,Skills - Penetration,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
122,CBSE,Individual Sports,,Individual Sports,6,,,Class 9,"Lifting, Wrestling Lifting, opponent, double leg, vulnerable position",English,,,Centre,Skills - Lifting,Health and Physical Education,Health and Physical Education,Wrestling,Wrestling,K-12
123,CBSE,Team Games,,Team Games,7,,,Class 9,"Team Game, goal, self esteem, team cohesion, respect",English,,,Centre,,Health and Physical Education,Health and Physical Education,Team Games - Introduction,Introduction,K-12
124,CBSE,Team Games,,Team Games,7,,,Class 9,"Basketball, team game, Two team, court, ball dribbling, passing, receiving, shooting, neuromuscular coordination, opportunity",English,,,Centre,,Health and Physical Education,Health and Physical Education,Basketball,Basketball,K-12
